,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,summary,doubtterr,multiple,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,corp3,target3,natlty3_txt,gname,gname2,gname3,motive,individual,nperps,nperpcap,claim2,claim3,weaptype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,weapdetail,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,ransom,ransomamt,ransompaid,ransomnote,hostkidoutcome_txt,nreleased,,
159173,2016,2,21,Iraq,Middle East & North Africa,Hawijah district,35.319618,43.747998,"02/21/2016: An explosive device detonated near a fleeing family in Hawijah district, Kirkuk, Iraq. At least one person was killed and five others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,0,-99,0,NA,NA,Explosives,,,,A roadside bomb was used in the attack.,1,0,5,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
27159,1986,1,22,El Salvador,Central America & Caribbean,Santiago de Maria,13.483333,-88.466667,,0,1,1,0,Bombing/Explosion,,,Utilities,,electrical power line post,El Salvador,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,3,Minor (likely < $1 million),2000,,0,NA,NA,NA,0,NA,NA,,,NA,,
69269,1999,7,30,Algeria,Middle East & North Africa,El-Mlilhia,36.75,6.266667,"07/30/1999: Seven members of a Self-Defense Group (GLD) were killed and three others seriously injured when their vehicle exploded as it drove over a land mine in El-Milhia, Algeria. No group or individual claimed credit for this attack.",0,0,1,0,Bombing/Explosion,,,Police,Self-Defense Group (GLD),"Self-Defense Group Members in El-Mlilhia, Algeria",Algeria,,,,,,,,,Unknown,,,Unknown,0,NA,0,NA,NA,Explosives,,,,,7,0,3,0,1,3,Minor (likely < $1 million),NA,The car was destroyed.,0,NA,NA,NA,NA,NA,NA,,,NA,,
94679,2009,12,15,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"12/15/2009: On Tuesday at 2000, a magnetic improvised explosive device stuck to the car of Abdulrazzaq Mohammad, a colonel in the Major Crimes department, in Baghdad, Iraq. He was injured. No damage was reported. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Police,Iraqi Police Service (IPS),"Abdulrazzaq Mohammad vehicle, a colonel in the Major Crimes department",Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,A magnetic improvised explosive device was affixed to a vehicle and used in the attack.,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
42657,1990,5,25,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,0,0,0,0,Assassination,,,Violent Political Party,Amal Movement,Official: Haidar Haidar,Lebanon,,,,,,,,,Hezbollah,,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
109394,2012,7,16,Afghanistan,South Asia,Kunduz,36.705776,68.87706,"07/16/2012: An explosive device attached to the car of a district governor detonated in Kunduz city, Kunduz province, Afghanistan. Three civilians were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Taliban.",0,0,0,0,Assassination,,,Government (General),Government of Kunduz,Car of District Governor: Nizamundin,Afghanistan,Private Citizens & Property,Not Applicable,Civilians,Afghanistan,,,,,Taliban,,,,0,-99,0,NA,NA,Explosives,,,,A magnetic bomb on a car was used in the attack.,0,0,3,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
104487,2011,12,8,Afghanistan,South Asia,Kohi Safi district,34.759444,69.471667,"12/8/2011: A local elder named Hajji Jamrud, his driver, and a bodyguard were kidnapped by unknown gunmen in Kohi Safi, Parvan, Afghanistan.  The three were beheaded and their bodies were located the next day.  It is suspected that the Taliban was responsible.  No ransom demand was reported.",0,0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Local elder and civilians,"Hajji Hamrud, his body guard and his driver",Afghanistan,,,,,,,,,Taliban,,,Unknown,0,-99,0,NA,NA,Firearms,Melee,,,"Information simply states, ""armed men""",3,0,0,0,0,NA,,NA,No statement made regarding property damage.,1,3,NA,1,0,NA,NA,No information regarding ransom given.,Hostage(s) killed (not during rescue attempt),0,,
154591,2015,10,23,Sweden,Western Europe,Munkedal,58.47091,11.688867,"10/23/2015: Assailants set fire to planned refugee housing in Munkedal, Vastra Gotaland county, Sweden. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,Facility/Infrastructure Attack,,,Private Citizens & Property,Unknown,Planned Refugee Housing,Sweden,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Incendiary,,,,,0,0,0,0,1,3,Minor (likely < $1 million),-99,A school building was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
,,,,,,Grozny/Groznenskiy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Shaar HaNegev regional council ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
